3, 2, 1.5, -41.15242370014918
3, 2, 1.0, -53.499027657881
3, 3, 3.0, -39.37943163724721
3, 3, 2.0, -41.28057933607552
3, 3, 1.5, -43.295839878986996
3, 3, 1.0, -53.19633424614061
3, 4, 3.0, -40.48475488336099
3, 4, 2.0, -42.217300176537606
3, 4, 1.5, -43.93877784477403
3, 4, 1.0, -53.3839497757353
3, 5, 3.0, -37.57712879566583
3, 5, 2.0, -38.87878688819853
3, 5, 1.5, -42.15231655824414
3, 5, 1.0, -55.11719172683689
3, 6, 3.0, -37.836766430433336
3, 6, 2.0, -39.51987626454114
3, 6, 1.5, -42.687693600637665
3, 6, 1.0, -54.929882911342226
3, 7, 3.0, -42.348154922608806
3, 7, 2.0, -43.41124979184359
3, 7, 1.5, -45.952200671877094
3, 7, 1.0, -54.6667297531027
3, 8, 3.0, -37.74305421797989
3, 8, 2.0, -39.64406305526461
3, 8, 1.5, -41.9762769045161
3, 8, 1.0, -52.45152844734402
3, 9, 3.0, -37.00647624479628
3, 9, 2.0, -38.168386265182704
3, 9, 1.5, -40.167922891489724
3, 9, 1.0, -53.796837805258065
4, 0, 3.0, -39.902315439134746
4, 0, 2.0, -40.86575550550732
4, 0, 1.5, -42.12331742392497
4, 0, 1.0, -50.54300330314008
4, 1, 3.0, -38.43748580456146
4, 1, 2.0, -39.92618615506887
4, 1, 1.5, -41.433924516715535
4, 1, 1.0, -49.65888279226742
4, 2, 3.0, -35.99840906800189
4, 2, 2.0, -37.865297764016475
4, 2, 1.5, -40.6666225085941
4, 2, 1.0, -51.78525324723262
4, 3, 3.0, -39.228188507228666
4, 3, 2.0, -40.87623593106948
4, 3, 1.5, -41.76164646213248
4, 3, 1.0, -49.94037422542787
4, 4, 3.0, -40.89417570817746
4, 4, 2.0, -42.44079475974937
4, 4, 1.5, -43.837587821795616
4, 4, 1.0, -52.0570299267582
4, 5, 3.0, -37.33295577578488
4, 5, 2.0, -38.985268338809576
4, 5, 1.5, -40.917157299174576
4, 5, 1.0, -50.86650981295771
4, 6, 3.0, -37.80305113870912
4, 6, 2.0, -39.36864825892289
4, 6, 1.5, -41.28390917616456
4, 6, 1.0, -52.06314292327359
4, 7, 3.0, -41.97813811140343
4, 7, 2.0, -43.552662498003194
4, 7, 1.5, -44.725951293368404
4, 7, 1.0, -54.58499239038963
4, 8, 3.0, -38.01233402855595
4, 8, 2.0, -39.169907831846785
4, 8, 1.5, -41.26300596599312
4, 8, 1.0, -52.458363941324386
4, 9, 3.0, -36.86842995708405
4, 9, 2.0, -38.52227055793204
4, 9, 1.5, -39.68683627710174
4, 9, 1.0, -51.74421166912845

